Didymellaceae_unclassified,Talaromyces,Ascomycota_unclassified,Aspergillus,Armillaria,Debaryomyces,Sporidiobolus,Trichosporon,Alternaria,Resinicium,Alutaceodontia,Phlebia,Strobilurus,Trametes,Filobasidiaceae_unclassified,Stereum,Ceratobasidiaceae_unclassified,Golovinomyces,Sclerotiniaceae_unclassified,Coprinellus,Rhodotorula,Athelia,Pseudopithomyces,Wallemia,Phaeosphaeriaceae_unclassified,Capnodiales_unclassified,Lecanoromycetes_unclassified,Sporobolomyces,Pleosporales_unclassified,Bondarzewiaceae_unclassified,Ceramothyrium,Pholiota,Penicillium,Naganishia,Baeospora,Sistotrema,Chaetothyriales_unclassified,Candida,Erythrobasidium,Bipolaris,Pleurotus,Itersonilia,Vuilleminia,Cladosporium,Helotiales_unclassified,Didymella,Teratosphaeriaceae_unclassified,Coniothyrium,Neoascochyta,Taphrina,Polyporaceae_unclassified,Ganoderma,Aureobasidiaceae_unclassified,Toxicocladosporium,Vishniacozyma,Curvularia,Fomitopsis,Peniophora,Cryptococcus,Cyberlindnera,Leotiomycetes_unclassified,Sordariomycetes_unclassified,Saitozyma,Phlebiopsis,Typhula,Sistotremastrum,Hypocreales_unclassified,Symmetrospora,Auriculariales_unclassified,Trichoderma,Stachybotryaceae_unclassified,Cylindrobasidium,Malassezia,subject_id
0,0,0,0.021929151970556664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0368041711393958,0,0,0,0,0,0,0,0,0,0,0,0,0.8731789602821654,0,0,0,0,0,0,0,0,0,0.06808771660788222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57
0.009885419006964727,0,0,0.14378791282857784,0,0,0,0,0,0,0,0.0013480116827679174,0,0,0,0,0,0,0,0,0,0.22421927656706359,0,0,0,0,0,0,0.4545046057065828,0,0,0,0,0,0,0,0,0,0,0.08335205571781622,0,0,0,0,0,0,0,0,0,0,0,0.07503931700741406,0,0,0,8.986744551786115e-4,0,0,0,0,0,0.006964727027634239,0,0,0,0,0,0,0,0,0,0,0,58
0.8983795244585794,0,0,0.0074208693018325,0,0,0.0013630168105406633,0.002120248371952143,0,0,0.0015144631228229592,9.086778736937755e-4,0.0013630168105406633,0,0,0,0,0,0.00484628199303347,0,0,0,0,0,0,0,0,0,7.572315614114796e-4,9.086778736937755e-4,0,0,3.0289262456459186e-4,0,9.086778736937755e-4,0,0,0,0,7.572315614114796e-4,0,0,0,0.0784491897622293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61
0,0.017595307917888565,0,0.02412689949346841,0,0,0.002932551319648094,0,0,0,0,0,0,0,0,0.002932551319648094,0,0,0,0,0,0,0,0,0,0,0.0018661690215942416,0.0013329778725673154,0.5319914689416155,0.001466275659824047,0,0,0.0030658491069048255,0,0.0019994668088509733,0.0022660623833644362,0,0,0,0.00786456944814716,0,0,0,0,0,0.012663289789389496,0,0,0,0.002932551319648094,0,0,0,0,2.6659557451346307e-4,0.36950146627565983,0,0,0,0,3.998933617701946e-4,0,0,0.0018661690215942416,0.00866435617168755,0,0,0,0.004265529192215409,0,0,0,0,62
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63
0,0,0,0,0,0,0,0,0.0045632333767926985,0,0,0.12972620599739243,0,0.33996088657105605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22718383311603652,0,0,0.020860495436766623,0,0,0,0,0,0,0,0,0.025097783572359842,0.007822685788787484,0,0,0,0,0,0,0,0,0,0,0,0.24478487614080835,0,0,0,0,0,0,0,64
0,2.844545583842981e-4,0,0.08832314037832456,0,0,0,0,0,0,0,0,0.06627791210354146,0.1418005973545726,0,0,0,0,0,0,0.30294410467927746,0,0,0,0,0,0,0,0,0,0,0,0.002275636467074385,0,0,0,0,0.09643009529227706,0,0,0,0,0,0.004266818375764472,0,0,0,0,0,0,0,0,0,0.016925046223865738,0,0.08106954913952497,0,0,0,0,0,0,0,0.13838714265396104,0,0,0,0.06101550277343194,0,0,0,0,0,65
0,0,0.008807961041710777,0,0,0,0,0.9898793139953419,0,0,0,0,1.693838661867457e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.658056320135507e-4,0,5.504975651069235e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.270378996400593e-4,0,0,0,0,0,0,0,0,66
0,0,0,6.178386879352954e-4,0,0,0,0,0,0.9976971467086048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0016850146034598967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67
0,0.08888888888888889,0,0.8666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044444444444444446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68
0,0,0,0.6728742027668957,0,0.0020250193985503133,0,0,0,0,0,2.460303942163932e-4,1.3247790457805787e-4,3.785082987944511e-5,0,0,0,0,0,0.004390696266015633,0,0,0.01230151971081966,0.2670943810443044,0,7.759420125286247e-4,0,0,0.0040500387971006266,0,0.0010030469918052953,0,0.003974337137341737,3.028066390355609e-4,0,0,0,0.0064157156645659455,0,0,0,0,0,0.005734400726735933,0,3.028066390355609e-4,0,0,0,0,0,7.570165975889022e-5,0,3.595828838547285e-4,0,2.460303942163932e-4,0,0.00363367966842673,0.005299116183122315,0,0,0,0,1.5140331951778044e-4,0,0,0,0,0.008440735063116258,0,0,0,1.3247790457805787e-4,69
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70
0,0,0,0,4.8023051064510964e-4,0,0,0,0,0,0,0,0,0,0,0,0,0.9979190011205379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.604610212902193e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.403073475268129e-4,0,71
0,0,0,5.212599597885174e-4,4.467942512473006e-4,0,0,0,0.045796410752848314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45714498473452975,0,0.014893141708243353,0,0,0,0,0,0,0,2.978628341648671e-4,0,0,0,2.978628341648671e-4,0,0,0,0,0,0.02628639511504952,0.19301511653883388,0,0,0,0,0,0.11437932831930896,0,0,0,0,0,0,0,0,0.1381338893439571,0,0,0,0,0,0,0,0,0,0,0.008116762230992627,6.701913768709509e-4,0,72
0.7746969151362382,0,0,0,0,0,0,0,0,0.04069139359020526,0,4.801344376425399e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0020405713599807944,0,0,0,0,0,0,0,0,0,0,0.18209098547593325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74
0,0,0,0.03943392054249281,6.633743642662343e-4,0,0,0,0,0,0,4.422495761774895e-4,0,0,0,0.13495982899683054,0,0,0,0,0,0,0,0,0,0.028967347239625563,0,0,0.1326011645905506,0,0,0,0,0,0,0,0,0.1364339942507555,0.044446082405837695,0,0,0,0,0,0.0011056239404437238,0,0.023291811012014448,0,0.3290336846760522,0.0013267487285324685,0,0,0,0.021006854868430753,0,0.010171740252082258,0,0.09574703324242648,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6854131348124124e-4,0,75
0,0,0.9997036409822184,0,0,1.2701100762066046e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6934801016088062e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78
0,0,0.9995755517826825,0,0,0,0,0,0,0,0,0,0,0,0,4.2444821731748726e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80
0,0,0,0.9997886728655959,0,2.1132713440405747e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83
0,0,0,0,0,0.9999140228699166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.597713008339781e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84
0.2044897189209583,0,0,0,0.012733446519524618,0,0,0,0,0,0,0,2.829654782116582e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12978683267308055,0,0,0,0,0,0,1.8864365214110544e-4,0.5710243350311262,0,0,0,0,0,0,0,0,0,0,0.004621769477457084,0,0,0,0,0,0,0,0,0,0,0,0.07687228824750048,0,0,0,0,0,0,0,0,85
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9994982438534872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.017561465127947e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86
0,0,0,0,0,0,0,0,0.282640586797066,0,0,0,0,0,0,0,0,0,0,0,0,4.889975550122249e-4,0,0,0,0,0,0,0.3581907090464548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.358679706601467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87
0,0,0.48915441176470587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5108455882352941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88
0,0,0.28538723546820033,0.055446981964375454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6591657825674242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89
0,2.188662727073758e-4,0,0,0,0,0,0,0,0,0,0,0,0,0.48763405559203327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5121470781352594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6218523878437048,0,0,0,0,0,0,0,0.0030390738060781476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3298118668596237,0.004341534008683068,0,0.04095513748191028,0,0,0,0,0,0,0,0,0,0,0,91
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92
0,0,0,0.2732460557233971,0,0,0,0,0.30614300100704933,0,0,0,0,0.2017455521987244,0,0,0,0,0,0,0,0,0,0,0,0.009399127223900638,0,0,0,0,0.15609264853977844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05337361530715005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93
0,0,0,0.03224704515952723,0,2.73280043724807e-4,0,0,0.6469221835075494,0,0,0,0,0,0,0,0,2.73280043724807e-4,0,0,0,0,0,0,0,0.13014962082393933,0,0,0.001366400218624035,0,0,0,0,0,0,0,2.0496003279360525e-4,0,0,0,0,0,0,0,0,0,0.18856323017011684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7243011129611778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27569888703882217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
0,0,0.5468833600856072,0,0,0,0,0,0.23836276083467095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21475387907972177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10703435382098621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.89296564617901375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102
0,0,0,0.005091806819935195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20305508409196113,0,0,0,0.14210769942910045,0.03055084091961117,0,0,0.12698657614565653,0,0,0,0.0427403178521833,0,0,0,0,0,0,0,0,0,0,0.02576762845239932,0,0,0,0,0,0,0,0,0,0,0,0.08841228205523839,0,0,0,0,0.22126215090263848,0.01975003857429409,0.07128529547909274,0,0,0,0.022990279277889214,0,0,0,0,0,0,103
0,0.08696599825632084,0.003124091833769253,0.024193548387096774,0,0,0,0,0.0017436791630340018,0.11203138622493461,0,5.085730892182505e-4,7.991862830572508e-4,0,0.017000871839581516,0,0,0,0.09917175239755885,0,0.04809648358035455,0,0,0,0,0.016492298750363267,0,0,0.028480092996222027,0,0,0,0.1079628015111886,0,0,0,0,0.16405114792211567,0,0,4.3591979075850045e-4,0,0,0,0,0.07170880557977333,0,0,0,0,0,0,0,0,0,0.1044754431851206,0,0,0,0.005812263876780006,0,0,0.08275210694565534,0,0.024193548387096774,0,0,0,0,0,0,0,0,104
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107
0,0,0.03500860867426416,2.459621218332377e-4,0,0,0,0,0.00926457325571862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.459621218332377e-4,0,0.30318930884643763,0,0,0,0,0,0,0,0,0.0021316717225547265,0,0,0,0,0,0,0,0,0.6344182995818644,0,0,0,0.015495613675493973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108
0,0,0.021317437866235602,0,0,0,0,0,0,0,0,0.9781774095776925,5.051525560719338e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110
0.9985892785167271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.022974607013301e-4,0,0,0,0,0,0,0,0,0,0.0011084240225715438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111
0,0,0,0.9718076285240465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003316749585406302,0,0.008291873963515755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01658374792703151,0,0,0,112
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113
0,0,0,0.4302390216787104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5025940337224384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0669816564758199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8528812303131369e-4,114
0.03744280036073349,0.6216640502354788,0.0967634189518688,0,0,0,0,0,0,0,0.051137312535488824,0,0,0,0,0,0,0,0,0,0,2.6720999365376265e-4,0,0,0,0.006780453588964227,0.011490029727111793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03684157787501253,0,0,0,0,0.13761314673168776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116
0,0,0.7665719696969697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2334280303030303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118
0,0,0,0,0,4.39029744265174e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.585446163977609e-4,0,0,0,0.9062671495993854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05872022829546702,0,0,0,0,0,0,0,0,0,0,0.033915047744484686,0,0,0,0,0,0,0,0,0,0,0,0,0,119
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120
0,0,0,0.03656618610747051,0,0,0,0,0,0,0,0,0,0.27492354740061165,0,0,0,0,0,0,0.3963739624290083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.290694626474443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0014416775884665792,0,0,0,0,0,0,0,0,0,0,0,0,0,121
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,122
0,0,0.002409396646923,5.019576347756249e-4,0,0,0,0,0.996787471137436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.01174580865375e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124
0.8953676170925722,1.9622345323089464e-4,0,0,0,1.8112934144390273e-4,0,0,1.3584700608292705e-4,0,0,0,0,9.056467072195136e-5,0,6.037644714796758e-5,0,0,0,0,0,1.9622345323089464e-4,0,0,0,0.0036527750524520384,0,0,0,0,0,0,0,0,0,0.0010263996015154489,6.037644714796758e-5,0,0,0.09432310455691235,0,0,0,0.0026565636745105735,0,2.716940121658541e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0017811051908650434,0,0,0,0,0,0,0,0,0,0,0,0,125
0.7811692885653909,0,0.010532318116258009,0.01237715090732231,0,0,0,0,0,0,0,0,0,0.07607419582061517,0,0.08147452453627613,0,0,0,0,0,1.6771207191493645e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03820480998222252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130
